TaxonName,Genus,Species,InfraType1,InfraName1,InfraType2,InfraName2,InfraType3,InfraName3,FamilyEx,AccCount,CountryCount,ImageCount
Cycas guizhouensis,Cycas,guizhouensis,,,,,,,Cycadaceae,1,0,0
Cycas 'K',Cycas,'K',,,,,,,Cycadaceae,1,0,0
Cycas lane-poolii,Cycas,lane-poolii,,,,,,,Cycadaceae,1,0,0
Cycas maconochiei,Cycas,maconochiei,,,,,,,Cycadaceae,1,0,0
Cycas media,Cycas,media,,,,,,,Cycadaceae,5,0,0
Cycas media var. banksii,Cycas,media,var.,banksii,,,,,Cycadaceae,1,1,0
Cycas megacarpa,Cycas,megacarpa,,,,,,,Cycadaceae,1,0,0
Cycas multipinnata,Cycas,multipinnata,,,,,,,Cycadaceae,1,0,0
Cycas neophylitica,Cycas,neophylitica,,,,,,,Cycadaceae,1,0,0
Cycas panzhihuaensis,Cycas,panzhihuaensis,,,,,,,Cycadaceae,5,0,0
Cycas pectinata,Cycas,pectinata,,,,,,,Cycadaceae,2,0,0
Cycas pruinosa,Cycas,pruinosa,,,,,,,Cycadaceae,1,1,0
Cycas revoluta,Cycas,revoluta,,,,,,,Cycadaceae,49,0,0
Cycas rumphii,Cycas,rumphii,,,,,,,Cycadaceae,2,0,0
Cycas seemannii,Cycas,seemannii,,,,,,,Cycadaceae,2,0,0
Cycas siamensis,Cycas,siamensis,,,,,,,Cycadaceae,3,0,0
Cycas sp.,Cycas,sp.,,,,,,,Cycadaceae,2,0,0
Cycas sp. 'Glen Prairie Blue',Cycas,sp.,,,,,,,Cycadaceae,1,0,0
Cycas sp. Nova 'Wilailak',Cycas,sp. Nova 'Wilailak',,,,,,,Cycadaceae,1,0,0
Cycas taitungensis,Cycas,taitungensis,,,,,,,Cycadaceae,1,0,0
Cycas taiwaniana,Cycas,taiwaniana,,,,,,,Cycadaceae,5,0,0
Cycas thouarsii,Cycas,thouarsii,,,,,,,Cycadaceae,4,0,0
Cycas wadei,Cycas,wadei,,,,,,,Cycadaceae,1,0,0
Cycas 'Wondervale',Cycas,'Wondervale',,,,,,,Cycadaceae,1,0,0
Cyclopogon lindicianus,Cyclopogon,lindicianus,,,,,,,Orchidaceae,1,0,0
Cyclopogon lindleyanus,Cyclopogon,lindleyanus,,,,,,,Orchidaceae,3,0,0
Cycnoches barthiorum,Cycnoches,barthiorum,,,,,,,Orchidaceae,1,0,0
Cycnoches chlorochilon,Cycnoches,chlorochilon,,,,,,,Orchidaceae,1,0,0
Cycnoches lehmannii,Cycnoches,lehmannii,,,,,,,Orchidaceae,1,0,0
Cycnoches ventricosum,Cycnoches,ventricosum,,,,,,,Orchidaceae,3,0,0
Cylindropuntia,Cylindropuntia,,,,,,,,Cactaceae,10,0,0
Cylindropuntia acanthocarpa,Cylindropuntia,acanthocarpa,,,,,,,Cactaceae,2,0,1
Cylindropuntia californica var. parkeri,Cylindropuntia,californica,var.,parkeri,,,,,Cactaceae,1,0,0
Cylindropuntia  cholla,Cylindropuntia,cholla,,,,,,,Cactaceae,14,0,14
Cylindropuntia cholla,Cylindropuntia,cholla,,,,,,,Cactaceae,5,0,5
Cylindropuntia ganderi subsp. catavinensis,Cylindropuntia,ganderi,subsp.,catavinensis,,,,,Cactaceae,8,0,8
Cylindropuntia  invicta,Cylindropuntia,invicta,,,,,,,Cactaceae,16,1,14
Cylindropuntia invicta,Cylindropuntia,invicta,,,,,,,Cactaceae,2,1,2
Cylindropuntia  prolifera,Cylindropuntia,prolifera,,,,,,,Cactaceae,2,1,2
Cylindropuntia  ramosissima,Cylindropuntia,ramosissima,,,,,,,Cactaceae,1,0,1
Cylindropuntia sp,Cylindropuntia,sp,,,,,,,Cactaceae,3,0,0
Cylindropuntia sp unknown,Cylindropuntia,sp unknown,,,,,,,Cactaceae,26,1,21
Cylindropuntia tesajo,Cylindropuntia,tesajo,,,,,,,Cactaceae,2,0,2
Cymbidiella rhodochila,Cymbidiella,rhodochila,,,,,,,Orchidaceae,1,0,0
Cymbidium atropurpureum,Cymbidium,atropurpureum,,,,,,,Orchidaceae,1,0,0
Cymbidium canaliculatum,Cymbidium,canaliculatum,,,,,,,Orchidaceae,1,1,0
Cymbidium chowchengensis,Cymbidium,chowchengensis,,,,,,,Orchidaceae,1,0,0
Cymbidium cyperifolium,Cymbidium,cyperifolium,,,,,,,Orchidaceae,1,0,0
Cymbidium dayanum,Cymbidium,dayanum,,,,,,,Orchidaceae,2,0,0
Cymbidium devonianum,Cymbidium,devonianum,,,,,,,Orchidaceae,2,0,0
Cymbidium ensifolium,Cymbidium,ensifolium,,,,,,,Orchidaceae,4,0,0
Cymbidium ensifolium 'Album',Cymbidium,ensifolium,,,,,,,Orchidaceae,1,0,0
Cymbidium ensifolium 'Ange Kuana',Cymbidium,ensifolium,,,,,,,Orchidaceae,1,0,0
Cymbidium erythrostylum subsp. charlesworthii,Cymbidium,erythrostylum,subsp.,charlesworthii,,,,,Orchidaceae,1,0,0
Cymbidium finlaysonianum,Cymbidium,finlaysonianum,,,,,,,Orchidaceae,5,0,0
Cymbidium floribundum var. alba,Cymbidium,floribundum,var.,alba,,,,,Orchidaceae,1,0,0
Cymbidium forrestii,Cymbidium,forrestii,,,,,,,Orchidaceae,1,0,0
Cymbidium forrestii 'Chuen Kim',Cymbidium,forrestii,,,,,,,Orchidaceae,1,0,0
Cymbidium grandiflorum,Cymbidium,grandiflorum,,,,,,,Orchidaceae,1,0,0
Cymbidium hoosai,Cymbidium,hoosai,,,,,,,Orchidaceae,1,0,0
Cymbidium madidum,Cymbidium,madidum,,,,,,,Orchidaceae,1,0,0
Cymbidium oiwakensis,Cymbidium,oiwakensis,,,,,,,Orchidaceae,1,0,0
Cymbidium sinense,Cymbidium,sinense,,,,,,,Orchidaceae,1,0,0
Cymbidium sinense 'Fai Chow Dark',Cymbidium,sinense,,,,,,,Orchidaceae,1,0,0
Cymbidium sinense 'Parrot',Cymbidium,sinense,,,,,,,Orchidaceae,1,0,0
Cymbidium sp ×,Cymbidium,sp ×,,,,,,,Orchidaceae,1,0,0
Cymbidium sp.,Cymbidium,sp.,,,,,,,Orchidaceae,18,0,0
Cymbidium sp. Golden Elf gx 'Sundust',Cymbidium,sp.,gx,Golden Elf,,,,,Orchidaceae,1,0,0
Cymbidium sp. 'Tai Kung Silver Edge',Cymbidium,sp.,,,,,,,Orchidaceae,1,0,0
Cymbidium sp. Tommy Esmeralda × Cym Pumilum gx,Cymbidium,sp.,gx,Tommy Esmeralda × Cym Pumilum,,,,,Orchidaceae,1,0,0
Cymbidium tracyanum,Cymbidium,tracyanum,,,,,,,Orchidaceae,2,0,0
Cymbidium triste,Cymbidium,triste,,,,,,,Orchidaceae,1,0,0
Cymbidium virescens 'Chuen Lan',Cymbidium,virescens,,,,,,,Orchidaceae,1,0,0
Cymbopogon citratus,Cymbopogon,citratus,,,,,,,Poaceae,1,0,0
Cynanchum marnierianum,Cynanchum,marnierianum,,,,,,,Apocynaceae,1,0,0
Cyperus eragrostis,Cyperus,eragrostis,,,,,,,Cyperaceae,4,1,0
Cyphophoenix elegans,Cyphophoenix,elegans,,,,,,,Arecaceae,1,0,0
Cyphostemma currorii,Cyphostemma,currorii,,,,,,,Vitaceae,1,0,0
Cyphostemma elephantopus,Cyphostemma,elephantopus,,,,,,,Vitaceae,1,0,0
Cyphostemma juttae,Cyphostemma,juttae,,,,,,,Vitaceae,7,0,0
Cyphostemma macrocarpa,Cyphostemma,macrocarpa,,,,,,,Vitaceae,1,0,0
Cyphostemma pachypus,Cyphostemma,pachypus,,,,,,,Vitaceae,1,0,0
Cyrtandra chlorantha,Cyrtandra,chlorantha,,,,,,,Gesneriaceae,1,0,0
Cyrtandra esothrix,Cyrtandra,esothrix,,,,,,,Gesneriaceae,1,0,0
Cyrtandra kauaiensis,Cyrtandra,kauaiensis,,,,,,,Gesneriaceae,1,0,0
Cyrtandra longifolia,Cyrtandra,longifolia,,,,,,,Gesneriaceae,1,0,0
Cyrtandra lysiosepala,Cyrtandra,lysiosepala,,,,,,,Gesneriaceae,1,0,0
Cyrtandra paludosa var. paludosa,Cyrtandra,paludosa,var.,paludosa,,,,,Gesneriaceae,1,0,0
Cyrtandra pogonantha,Cyrtandra,pogonantha,,,,,,,Gesneriaceae,1,0,0
Cyrtandra samoensis,Cyrtandra,samoensis,,,,,,,Gesneriaceae,1,0,0
Cyrtandra tempestii,Cyrtandra,tempestii,,,,,,,Gesneriaceae,1,0,0
Cyrtochilum confertum,Cyrtochilum,confertum,,,,,,,Orchidaceae,1,0,0
Cyrtochilum flexuosum,Cyrtochilum,flexuosum,,,,,,,Orchidaceae,1,0,0
Cyrtopodium longibulbosum,Cyrtopodium,longibulbosum,,,,,,,Orchidaceae,1,0,0
Cyrtopodium punctatum,Cyrtopodium,punctatum,,,,,,,Orchidaceae,5,0,0
Cyrtostachys renda,Cyrtostachys,renda,,,,,,,Arecaceae,1,0,0
Cystopteris fragilis,Cystopteris,fragilis,,,,,,,Cystopteridaceae,1,0,0
Dactylis glomerata,Dactylis,glomerata,,,,,,,Poaceae,2,1,0
Dactyloctenium australe,Dactyloctenium,australe,,,,,,,Poaceae,1,0,0
Dais cotinifolia,Dais,cotinifolia,,,,,,,Thymelaeaceae,7,0,0
Dalbergia obovata,Dalbergia,obovata,,,,,,,Fabaceae,1,0,0
Dalbergia purpurea,Dalbergia,purpurea,,,,,,,Fabaceae,1,0,0
Dalbergia sissoo,Dalbergia,sissoo,,,,,,,Fabaceae,2,0,0
Dalechampia dioscoriaefolia,Dalechampia,dioscoriaefolia,,,,,,,Euphorbiaceae,1,0,0
Dalechampia scandens,Dalechampia,scandens,,,,,,,Euphorbiaceae,3,0,0
Dammaropsis kingiana,Dammaropsis,kingiana,,,,,,,Moraceae,1,0,0
Dasylirion longissimum,Dasylirion,longissimum,,,,,,,Asparagaceae,5,0,2
Dasylirion wheeleri,Dasylirion,wheeleri,,,,,,,Asparagaceae,1,0,0
Datura wrightii,Datura,wrightii,,,,,,,Solanaceae,4,1,0
Daucus pusillus,Daucus,pusillus,,,,,,,Apiaceae,4,1,0
Davallia solida 'ornata',Davallia,solida,,,,,,,Davalliaceae,1,0,0
Davallia sp.,Davallia,sp.,,,,,,,Davalliaceae,1,0,0
Davidia involucrata,Davidia,involucrata,,,,,,,Cornaceae,1,0,0
Daviesia corymbosa,Daviesia,corymbosa,,,,,,,Fabaceae,1,0,0
Daviesia divaricata,Daviesia,divaricata,,,,,,,Fabaceae,1,0,0
Daviesia teretifolia,Daviesia,teretifolia,,,,,,,Fabaceae,1,0,0
Decarya madagascariensis,Decarya,madagascariensis,,,,,,,Didiereaceae,1,0,0
Dedeckera eurekensis,Dedeckera,eurekensis,,,,,,,Polygonaceae,2,0,0
Deinandra fasciculata,Deinandra,fasciculata,,,,,,,Asteraceae,13,1,0
Deinandra floribunda,Deinandra,floribunda,,,,,,,Asteraceae,2,1,0
Delonix adansonioides,Delonix,adansonioides,,,,,,,Fabaceae,1,0,0
Delonix decaryi,Delonix,decaryi,,,,,,,Fabaceae,2,0,0
Delonix floribunda,Delonix,floribunda,,,,,,,Fabaceae,2,0,0
Delonix pumila,Delonix,pumila,,,,,,,Fabaceae,1,0,0
Delonix regia,Delonix,regia,,,,,,,Fabaceae,7,0,0
Delonix regina,Delonix,regina,,,,,,,Fabaceae,2,0,0
Delosperma cooperi,Delosperma,cooperi,,,,,,,Aizoaceae,2,0,0
Delosperma echinatum,Delosperma,echinatum,,,,,,,Aizoaceae,1,0,0
Delosperma sp. 'alba',Delosperma,sp.,,,,,,,Aizoaceae,1,0,0
Delostoma lobbii,Delostoma,lobbii,,,,,,,Bignoniaceae,2,0,0
Delphinium cardinale,Delphinium,cardinale,,,,,,,Ranunculaceae,3,1,0
Delphinium parishii subsp. subglobosum,Delphinium,parishii,subsp.,subglobosum,,,,,Ranunculaceae,2,1,0
Delphinium parryi subsp. parryi,Delphinium,parryi,subsp.,parryi,,,,,Ranunculaceae,4,1,0
Dendrobium ×,Dendrobium,×,,,,,,,Orchidaceae,1,0,0
Dendrobium × ruppiosum,Dendrobium,× ruppiosum,,,,,,,Orchidaceae,1,0,0
Dendrobium aberrans,Dendrobium,aberrans,,,,,,,Orchidaceae,1,0,0
Dendrobium acinaciforme,Dendrobium,acinaciforme,,,,,,,Orchidaceae,2,0,0
Dendrobium aemulum,Dendrobium,aemulum,,,,,,,Orchidaceae,1,0,0
Dendrobium alexandrae,Dendrobium,alexandrae,,,,,,,Orchidaceae,3,0,0
Dendrobium aloifolium,Dendrobium,aloifolium,,,,,,,Orchidaceae,1,0,0
Dendrobium amabile,Dendrobium,amabile,,,,,,,Orchidaceae,1,0,0
Dendrobium amethystoglossum,Dendrobium,amethystoglossum,,,,,,,Orchidaceae,2,0,0
Dendrobium anosmum,Dendrobium,anosmum,,,,,,,Orchidaceae,6,0,0
Dendrobium anosmum var. dearei,Dendrobium,anosmum,var.,dearei,,,,,Orchidaceae,1,0,0
Dendrobium antennatum,Dendrobium,antennatum,,,,,,,Orchidaceae,1,0,0
Dendrobium aphyllum,Dendrobium,aphyllum,,,,,,,Orchidaceae,3,0,0
Dendrobium atroviolaceum,Dendrobium,atroviolaceum,,,,,,,Orchidaceae,1,0,0
Dendrobium atroviolaceum 'H&R × self',Dendrobium,atroviolaceum,,,,,,,Orchidaceae,1,0,0
Dendrobium aurantiflammeum,Dendrobium,aurantiflammeum,,,,,,,Orchidaceae,1,0,0
Dendrobium beckleri,Dendrobium,beckleri,,,,,,,Orchidaceae,1,0,0
Dendrobium bellatum,Dendrobium,bellatum,,,,,,,Orchidaceae,1,0,0
Dendrobium bifalce,Dendrobium,bifalce,,,,,,,Orchidaceae,2,1,0
Dendrobium bifalce 'Larry Plank',Dendrobium,bifalce,,,,,,,Orchidaceae,1,0,0
Dendrobium biggibum × sp.,Dendrobium,biggibum × sp.,,,,,,,Orchidaceae,1,0,0
Dendrobium bigibbum,Dendrobium,bigibbum,,,,,,,Orchidaceae,5,0,0
Dendrobium bigibbum var. bigibbum subvar. candidum,Dendrobium,bigibbum,var.,bigibbum subvar. candidum,,,,,Orchidaceae,1,0,0
Dendrobium bigibbum × Den. bigibbum var. compactum,Dendrobium,bigibbum × Den. bigibbum,var.,compactum,,,,,Orchidaceae,1,0,0
Dendrobium bracteosum,Dendrobium,bracteosum,,,,,,,Orchidaceae,1,0,0
Dendrobium bullenianum,Dendrobium,bullenianum,,,,,,,Orchidaceae,1,0,0
Dendrobium capituliflorum,Dendrobium,capituliflorum,,,,,,,Orchidaceae,3,1,0
Dendrobium choapha River × superbum 'Celle' AM/AOS,Dendrobium,choapha River × superbum 'Celle' AM/AOS,,,,,,,Orchidaceae,1,0,0
Dendrobium chrysanthum,Dendrobium,chrysanthum,,,,,,,Orchidaceae,2,0,0
Dendrobium chrysotoxum,Dendrobium,chrysotoxum,,,,,,,Orchidaceae,3,0,0
Dendrobium chrysotropis,Dendrobium,chrysotropis,,,,,,,Orchidaceae,2,0,0
Dendrobium crumenatum,Dendrobium,crumenatum,,,,,,,Orchidaceae,4,0,0
Dendrobium cucumerinum,Dendrobium,cucumerinum,,,,,,,Orchidaceae,1,0,0
Dendrobium cuthbertsonii,Dendrobium,cuthbertsonii,,,,,,,Orchidaceae,2,0,0
Dendrobium cyanocentrum,Dendrobium,cyanocentrum,,,,,,,Orchidaceae,1,0,0
Dendrobium dawn Maree 'Lava Flow',Dendrobium,dawn Maree,,,,,,,Orchidaceae,1,0,0
Dendrobium Delicatum,Dendrobium,Delicatum,,,,,,,Orchidaceae,1,0,0
Dendrobium Delicatum 'Daisy',Dendrobium,Delicatum,,,,,,,Orchidaceae,1,0,0
Dendrobium denudans,Dendrobium,denudans,,,,,,,Orchidaceae,1,0,0
Dendrobium devonianum,Dendrobium,devonianum,,,,,,,Orchidaceae,1,0,0
Dendrobium dichaeoides,Dendrobium,dichaeoides,,,,,,,Orchidaceae,2,0,0
Dendrobium dicuphum,Dendrobium,dicuphum,,,,,,,Orchidaceae,1,0,0
Dendrobium discolor,Dendrobium,discolor,,,,,,,Orchidaceae,1,0,0
Dendrobium discolor var. broomfieldii,Dendrobium,discolor,var.,broomfieldii,,,,,Orchidaceae,2,0,0
Dendrobium eximium,Dendrobium,eximium,,,,,,,Orchidaceae,1,0,0
Dendrobium falcorostrum,Dendrobium,falcorostrum,,,,,,,Orchidaceae,3,0,0
Dendrobium falcorostrum × kingianum,Dendrobium,falcorostrum × kingianum,,,,,,,Orchidaceae,1,0,0
Dendrobium falcorostrum × kingianum Bardo Rose gx,Dendrobium,falcorostrum × kingianum,gx,Bardo Rose,,,,,Orchidaceae,1,0,0
Dendrobium farmeri,Dendrobium,farmeri,,,,,,,Orchidaceae,1,0,0
Dendrobium finisterrae,Dendrobium,finisterrae,,,,,,,Orchidaceae,1,0,0
Dendrobium fleckeri,Dendrobium,fleckeri,,,,,,,Orchidaceae,1,0,0
Dendrobium goldfinchii,Dendrobium,goldfinchii,,,,,,,Orchidaceae,1,0,0
Dendrobium goldschmidtianum,Dendrobium,goldschmidtianum,,,,,,,Orchidaceae,1,0,0
Dendrobium gonzalesii,Dendrobium,gonzalesii,,,,,,,Orchidaceae,1,0,0
Dendrobium gracilicaule,Dendrobium,gracilicaule,,,,,,,Orchidaceae,2,0,0
Dendrobium gratiotissimum,Dendrobium,gratiotissimum,,,,,,,Orchidaceae,1,0,0
Dendrobium hainanense,Dendrobium,hainanense,,,,,,,Orchidaceae,2,0,0
Dendrobium hancockii,Dendrobium,hancockii,,,,,,,Orchidaceae,2,0,0
Dendrobium hasseltii,Dendrobium,hasseltii,,,,,,,Orchidaceae,1,0,0
Dendrobium hercoglossum,Dendrobium,hercoglossum,,,,,,,Orchidaceae,3,0,0
Dendrobium heterocarpum,Dendrobium,heterocarpum,,,,,,,Orchidaceae,2,0,0
Dendrobium hilda Poxon,Dendrobium,hilda Poxon,,,,,,,Orchidaceae,1,0,0
Dendrobium jenkensii,Dendrobium,jenkensii,,,,,,,Orchidaceae,3,0,0
Dendrobium jenkensii 'Buttercup',Dendrobium,jenkensii,,,,,,,Orchidaceae,1,0,0
Dendrobium jenkensii var. majus,Dendrobium,jenkensii,var.,majus,,,,,Orchidaceae,1,0,0
Dendrobium johnsonii,Dendrobium,johnsonii,,,,,,,Orchidaceae,1,0,0
Dendrobium jonesii,Dendrobium,jonesii,,,,,,,Orchidaceae,1,0,0
Dendrobium kingianum,Dendrobium,kingianum,,,,,,,Orchidaceae,12,0,0
Dendrobium kingianum 'Alwest',Dendrobium,kingianum,,,,,,,Orchidaceae,1,0,0
Dendrobium kingianum 'Cathie',Dendrobium,kingianum,,,,,,,Orchidaceae,1,0,0
Dendrobium kingianum var. album,Dendrobium,kingianum,var.,album,,,,,Orchidaceae,3,0,0
Dendrobium laevifolium,Dendrobium,laevifolium,,,,,,,Orchidaceae,1,0,0
Dendrobium lawesii,Dendrobium,lawesii,,,,,,,Orchidaceae,1,0,0
Dendrobium lichenastrum,Dendrobium,lichenastrum,,,,,,,Orchidaceae,1,0,0
Dendrobium lindleyi,Dendrobium,lindleyi,,,,,,,Orchidaceae,1,0,0
Dendrobium lineale 'Kui Blue',Dendrobium,lineale,,,,,,,Orchidaceae,1,0,0
Dendrobium linguiforme,Dendrobium,linguiforme,,,,,,,Orchidaceae,3,0,0
Dendrobium loddigesii,Dendrobium,loddigesii,,,,,,,Orchidaceae,2,0,0
Dendrobium macrophyllum,Dendrobium,macrophyllum,,,,,,,Orchidaceae,2,0,0
Dendrobium mohlianum,Dendrobium,mohlianum,,,,,,,Orchidaceae,2,0,0
Dendrobium monophyllum,Dendrobium,monophyllum,,,,,,,Orchidaceae,1,0,0
Dendrobium moschatum,Dendrobium,moschatum,,,,,,,Orchidaceae,1,0,0
Dendrobium nobile 'Montrose AM/RHS',Dendrobium,nobile,,,,,,,Orchidaceae,1,0,0
Dendrobium obtusipetalum,Dendrobium,obtusipetalum,,,,,,,Orchidaceae,1,0,0
Dendrobium parishii,Dendrobium,parishii,,,,,,,Orchidaceae,1,0,0
Dendrobium pierardii × superbum 'Celle',Dendrobium,pierardii × superbum,,,,,,,Orchidaceae,1,0,0
Dendrobium polysema,Dendrobium,polysema,,,,,,,Orchidaceae,1,0,0
Dendrobium prenticei,Dendrobium,prenticei,,,,,,,Orchidaceae,1,0,0
Dendrobium primulinum f. alba,Dendrobium,primulinum,f.,alba,,,,,Orchidaceae,1,0,0
Dendrobium pugioniforme,Dendrobium,pugioniforme,,,,,,,Orchidaceae,2,0,0
Dendrobium regale,Dendrobium,regale,,,,,,,Orchidaceae,1,0,0
Dendrobium revolutum,Dendrobium,revolutum,,,,,,,Orchidaceae,1,0,0
Dendrobium rhodostrictum,Dendrobium,rhodostrictum,,,,,,,Orchidaceae,2,0,0
Dendrobium rigidum,Dendrobium,rigidum,,,,,,,Orchidaceae,1,0,0
Dendrobium schneiderae,Dendrobium,schneiderae,,,,,,,Orchidaceae,1,0,0
Dendrobium secundum,Dendrobium,secundum,,,,,,,Orchidaceae,1,0,0
Dendrobium secundum f. album,Dendrobium,secundum,f.,album,,,,,Orchidaceae,1,0,0
Dendrobium smilliae,Dendrobium,smilliae,,,,,,,Orchidaceae,2,0,0
Dendrobium sp.,Dendrobium,sp.,,,,,,,Orchidaceae,72,1,0
Dendrobium sp. Akatuki gx,Dendrobium,sp.,gx,Akatuki,,,,,Orchidaceae,1,0,0
Dendrobium sp. Delicate Gold gx,Dendrobium,sp.,gx,Delicate Gold,,,,,Orchidaceae,1,0,0
Dendrobium sp. Ekapol gx 'Panda',Dendrobium,sp.,gx,Ekapol,,,,,Orchidaceae,1,0,0
Dendrobium sp. Ellen gx,Dendrobium,sp.,gx,Ellen,,,,,Orchidaceae,1,0,0
Dendrobium sp. Gillian Leaney gx,Dendrobium,sp.,gx,Gillian Leaney,,,,,Orchidaceae,1,0,0
Dendrobium sp. Goldern Glory gx,Dendrobium,sp.,gx,Goldern Glory,,,,,Orchidaceae,1,0,0
Dendrobium sp. Guadalcanal gx,Dendrobium,sp.,gx,Guadalcanal,,,,,Orchidaceae,1,0,0
Dendrobium sp. Hickum Deb gx,Dendrobium,sp.,gx,Hickum Deb,,,,,Orchidaceae,1,0,0
Dendrobium sp. Jacquelyn Thomas gx,Dendrobium,sp.,gx,Jacquelyn Thomas,,,,,Orchidaceae,1,0,0
Dendrobium sp. Kingrose gx 'Selwyn',Dendrobium,sp.,gx,Kingrose,,,,,Orchidaceae,1,0,0
Dendrobium sp. Louis Bleriot gx,Dendrobium,sp.,gx,Louis Bleriot,,,,,Orchidaceae,1,0,0
Dendrobium sp. Marianne Bates gx,Dendrobium,sp.,gx,Marianne Bates,,,,,Orchidaceae,1,0,0
Dendrobium sp. Morning Hill gx,Dendrobium,sp.,gx,Morning Hill,,,,,Orchidaceae,1,0,0
Dendrobium sp. Oriental Paradise gx,Dendrobium,sp.,gx,Oriental Paradise,,,,,Orchidaceae,1,0,0
Dendrobium sp. Pauline gx,Dendrobium,sp.,gx,Pauline,,,,,Orchidaceae,1,0,0
Dendrobium sp. Superbiens gx,Dendrobium,sp.,gx,Superbiens,,,,,Orchidaceae,2,0,0
Dendrobium sp. Telekon gx,Dendrobium,sp.,gx,Telekon,,,,,Orchidaceae,1,0,0
Dendrobium sp. Wonga gx,Dendrobium,sp.,gx,Wonga,,,,,Orchidaceae,1,0,0
Dendrobium speciosum,Dendrobium,speciosum,,,,,,,Orchidaceae,4,1,0
Dendrobium speciosum var. pendunculatum,Dendrobium,speciosum,var.,pendunculatum,,,,,Orchidaceae,1,0,0
Dendrobium spectabile,Dendrobium,spectabile,,,,,,,Orchidaceae,3,0,0
Dendrobium striolatum,Dendrobium,striolatum,,,,,,,Orchidaceae,1,0,0
Dendrobium superbiens,Dendrobium,superbiens,,,,,,,Orchidaceae,1,0,0
Dendrobium tangerinum,Dendrobium,tangerinum,,,,,,,Orchidaceae,2,0,0
Dendrobium teretifolium,Dendrobium,teretifolium,,,,,,,Orchidaceae,1,0,0
Dendrobium tetragonum var. giganteum,Dendrobium,tetragonum,var.,giganteum,,,,,Orchidaceae,1,0,0
Dendrobium thyrsiflorum,Dendrobium,thyrsiflorum,,,,,,,Orchidaceae,2,0,0
Dendrobium tobaense,Dendrobium,tobaense,,,,,,,Orchidaceae,1,0,0
Dendrobium toressae,Dendrobium,toressae,,,,,,,Orchidaceae,2,0,0
Dendrobium unicum,Dendrobium,unicum,,,,,,,Orchidaceae,3,0,0
Dendrobium victoriae-reginae,Dendrobium,victoriae-reginae,,,,,,,Orchidaceae,2,0,0
Dendrobium warasii,Dendrobium,warasii,,,,,,,Orchidaceae,1,0,0
Dendrobium wassellii,Dendrobium,wassellii,,,,,,,Orchidaceae,2,0,0
Dendrocalamus,Dendrocalamus,,,,,,,,Poaceae,2,0,0
Dendrocalamus #91,Dendrocalamus,,,,,,,,Poaceae,1,0,0
Dendrocalamus Bogor',Dendrocalamus,,,,,,,,Poaceae,1,0,0
Dendrocalamus asper,Dendrocalamus,asper,,,,,,,Poaceae,6,0,0
Dendrocalamus asper Great Shoots,Dendrocalamus,asper,,,,,,,Poaceae,1,0,0
Dendrocalamus asper 'Great Shoots',Dendrocalamus,asper,,,,,,,Poaceae,1,0,0
Dendrocalamus asper 'Hitam',Dendrocalamus,asper,,,,,,,Poaceae,2,0,0
Dendrocalamus brandisii,Dendrocalamus,brandisii,,,,,,,Poaceae,2,0,0
Dendrocalamus dianxiensis,Dendrocalamus,dianxiensis,,,,,,,Poaceae,1,0,0
Dendrocalamus giganteus,Dendrocalamus,giganteus,,,,,,,Poaceae,2,0,0
Dendrocalamus giganteus Variegatus,Dendrocalamus,giganteus,,,,,,,Poaceae,2,0,0
Dendrocalamus jianshuiensis,Dendrocalamus,jianshuiensis,,,,,,,Poaceae,3,1,0
Dendrocalamus latiflorus,Dendrocalamus,latiflorus,,,,,,,Poaceae,2,0,0
Dendrocalamus latiflorus Mei Nang,Dendrocalamus,latiflorus,,,,,,,Poaceae,1,0,0
Dendrocalamus latiflorus 'Mei Nung',Dendrocalamus,latiflorus,,,,,,,Poaceae,2,0,0
Dendrocalamus latiflorus 'Mei-nung',Dendrocalamus,latiflorus,,,,,,,Poaceae,1,0,0
Dendrocalamus membranaceus,Dendrocalamus,membranaceus,,,,,,,Poaceae,3,0,0
Dendrocalamus peculiaris,Dendrocalamus,peculiaris,,,,,,,Poaceae,1,0,0
Dendrocalamus radicosus,Dendrocalamus,radicosus,,,,,,,Poaceae,1,0,0
Dendrocalamus sikkimensis,Dendrocalamus,sikkimensis,,,,,,,Poaceae,1,0,0
Dendrocalamus sp.,Dendrocalamus,sp.,,,,,,,Poaceae,1,0,0
Dendrocalamus strictus,Dendrocalamus,strictus,,,,,,,Poaceae,2,0,0
Dendrocalamus validus,Dendrocalamus,validus,,,,,,,Poaceae,1,0,0
Dendrocalamus yunnanicus,Dendrocalamus,yunnanicus,,,,,,,Poaceae,1,0,0
Dendrochilum arachnites,Dendrochilum,arachnites,,,,,,,Orchidaceae,2,0,0
Dendrochilum cobbianum,Dendrochilum,cobbianum,,,,,,,Orchidaceae,2,0,0
Dendrochilum cootesii,Dendrochilum,cootesii,,,,,,,Orchidaceae,1,0,0
Dendrochilum glumaceum,Dendrochilum,glumaceum,,,,,,,Orchidaceae,3,0,0
Dendrochilum javieriense,Dendrochilum,javieriense,,,,,,,Orchidaceae,2,0,0
Dendrochilum kopfii,Dendrochilum,kopfii,,,,,,,Orchidaceae,1,0,0
Dendrochilum magnum,Dendrochilum,magnum,,,,,,,Orchidaceae,1,0,0
Dendrochilum tenellum,Dendrochilum,tenellum,,,,,,,Orchidaceae,3,0,0
